23,23,23,23,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
23,23,23,23,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
23,23,23,23,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
23,23,23,23,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
23,23,23,23,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
23,23,23,23,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1073741823,-1073741823,-1073741823,-1073741823,22,22,22,22
23,23,23,23,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,-1073741818,-1073741819,23,23,23,23,-1073741779,22,22,22
23,23,23,23,21,22,22,22,22,22,22,22,22,22,22,-1073741817,-1073741817,22,22,22,22,22,22,22,22,22,22,22,22,-1073741819,23,23,23,23,23,23,-1073741816,-1073741818,22,22
23,23,23,23,21,22,22,22,22,22,22,22,22,-1610612712,-1073741823,23,23,-1073741816,-1073741818,22,22,22,22,22,22,22,22,22,-1073741819,23,23,23,23,23,23,23,23,23,-1073741779,22
23,23,23,23,21,22,22,22,22,22,22,22,-1073741819,23,23,23,23,23,23,-1073741816,22,22,22,22,22,22,22,-1073741819,23,23,23,23,23,23,23,23,23,23,-1073741779,22
23,23,23,23,-1073741821,-1073741823,-1073741818,22,22,22,22,-1073741819,23,23,23,23,23,23,23,23,-1073741816,-1073741818,-1073741818,-1073741823,-1073741823,-1073741823,-1073741823,23,23,23,23,23,23,23,23,23,23,23,-1073741816,22
23,23,23,23,23,23,23,-1073741816,22,22,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,-1073741779
23,23,23,23,23,23,23,23,-1073741816,22,-1073741819,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,-1073741816
23,23,23,23,23,23,23,23,23,-1073741818,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
6,7,6,7,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
22,22,22,22,1,1,1,7,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,6,1,23,23,23,23,23,23,23,23,23,23,23,23
22,22,22,22,22,22,22,22,8,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,5,22,22,3,23,23,23,23,23,23,23,23,23,23,23
22,22,22,22,22,22,22,22,22,3,23,23,23,23,23,23,23,23,23,23,23,23,23,23,5,22,22,22,22,8,23,23,23,23,23,23,23,23,23,23
22,22,22,22,22,22,22,22,22,22,8,23,23,23,23,23,23,23,23,23,23,23,5,1,22,22,22,22,22,22,8,23,23,23,23,23,23,23,23,23
22,22,22,22,22,22,22,22,22,22,22,8,23,23,23,23,23,23,23,23,23,5,22,22,22,22,22,22,22,22,24,23,23,23,23,23,23,23,23,23
22,22,22,22,22,22,22,22,22,22,22,22,6,1,1,1,1,1,6,6,7,22,22,22,22,22,22,22,22,22,22,6,6,6,1,1,1,6,6,7
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
